GEO_PICT,signal,TIME_PERIOD,OBS_VALUE
FJ,sea,1986,-0.3
FJ,sea,1987,-0.4
FJ,sea,1988,0.4
FJ,sea,1989,0.1
FJ,sea,1990,0.1
FJ,sea,1991,-0.2
FJ,sea,1992,-0.2
FJ,sea,1993,-0.4
FJ,sea,1994,-0.4
FJ,sea,1995,0.1
FJ,sea,1996,0.2
FJ,sea,1997,-0.2
FJ,sea,1998,0.1
FJ,sea,1999,0.3
FJ,sea,2000,0.4
FJ,sea,2001,0.3
FJ,sea,2002,0.3
FJ,sea,2003,0.2
FJ,sea,2004,0.2
FJ,sea,2005,0.3
FJ,sea,2006,0.2
FJ,sea,2007,0.4
FJ,sea,2008,0.5
FJ,sea,2009,0.2
FJ,sea,2010,0.4
FJ,sea,2011,0.6
FJ,sea,2012,0.3
FJ,sea,2013,0.5
FJ,sea,2014,0.4
FJ,sea,2015,-0.1
FJ,sea,2016,0.5
FJ,sea,2017,0.5
FJ,sea,2018,0.4
FJ,sea,2019,0.4
FJ,sea,2020,0.5
FJ,sea,2021,0.7
FJ,sea,2022,1.1
FJ,sea,2023,0.5
FJ,sea,2024,0.6
FJ,sea,2025,0.7
MH,sea,1850,-0.2
MH,sea,1851,-0.3
MH,sea,1852,0.1
MH,sea,1853,-0.1
MH,sea,1854,-0.2
MH,sea,1855,-0.1
MH,sea,1856,-0.2
MH,sea,1857,0
MH,sea,1858,-0.3
MH,sea,1859,0.1
MH,sea,1860,-0.2
MH,sea,1861,-0.5
MH,sea,1862,-0.1
MH,sea,1863,-0.1
MH,sea,1864,-0.1
MH,sea,1865,-0.2
MH,sea,1866,-0.1
MH,sea,1867,-0.1
MH,sea,1868,-0.1
MH,sea,1869,-0.1
MH,sea,1870,-0.6
MH,sea,1871,-0.3
MH,sea,1872,-0.4
MH,sea,1873,-0.3
MH,sea,1874,-0.1
MH,sea,1875,-0.4
MH,sea,1876,-0.4
MH,sea,1877,-0.3
MH,sea,1878,-0.4
MH,sea,1879,-0.3
MH,sea,1880,-0.6
MH,sea,1881,0
MH,sea,1882,0.2
MH,sea,1883,-0.1
MH,sea,1884,-0.2
MH,sea,1885,-0.5
MH,sea,1886,-0.4
MH,sea,1887,-0.2
MH,sea,1888,-0.3
MH,sea,1889,-0.6
MH,sea,1890,-0.3
MH,sea,1891,0
MH,sea,1892,-0.1
MH,sea,1893,-0.3
MH,sea,1894,-0.2
MH,sea,1895,-0.2
MH,sea,1896,-0.3
MH,sea,1897,-0.2
MH,sea,1898,-0.3
MH,sea,1899,-0.4
MH,sea,1900,-0.2
MH,sea,1901,0.1
MH,sea,1902,-0.5
MH,sea,1903,-0.5
MH,sea,1904,-0.5
MH,sea,1905,-0.5
MH,sea,1906,-0.5
MH,sea,1907,-0.2
MH,sea,1908,-0.6
MH,sea,1909,-0.5
MH,sea,1910,-0.7
MH,sea,1911,-0.6
MH,sea,1912,-0.6
MH,sea,1913,-0.6
MH,sea,1914,-0.5
MH,sea,1915,-0.6
MH,sea,1916,-1
MH,sea,1917,-1.2
MH,sea,1918,-0.5
MH,sea,1919,-0.9
MH,sea,1920,-0.5
MH,sea,1921,-0.3
MH,sea,1922,-0.3
MH,sea,1923,-0.4
MH,sea,1924,-0.3
MH,sea,1925,-0.4
MH,sea,1926,-0.2
MH,sea,1927,-0.4
MH,sea,1928,-0.4
MH,sea,1929,-0.2
MH,sea,1930,-0.4
MH,sea,1931,-0.3
MH,sea,1932,-0.4
MH,sea,1933,-0.6
MH,sea,1934,-0.3
MH,sea,1935,-0.3
MH,sea,1936,-0.4
MH,sea,1937,-0.4
MH,sea,1938,-0.3
MH,sea,1939,-0.3
MH,sea,1940,0
MH,sea,1941,0
MH,sea,1942,-0.2
MH,sea,1943,0.2
MH,sea,1944,0.2
MH,sea,1945,0.1
MH,sea,1946,0.1
MH,sea,1947,0
MH,sea,1948,-0.3
MH,sea,1949,-0.5
MH,sea,1950,-0.3
MH,sea,1951,0
MH,sea,1952,-0.2
MH,sea,1953,0
MH,sea,1954,-0.2
MH,sea,1955,-0.4
MH,sea,1956,-0.1
MH,sea,1957,-0.1
MH,sea,1958,0
MH,sea,1959,0
MH,sea,1960,0
MH,sea,1961,0
MH,sea,1962,0.2
MH,sea,1963,0.3
MH,sea,1964,-0.2
MH,sea,1965,-0.2
MH,sea,1966,0.1
MH,sea,1967,0.1
MH,sea,1968,0.1
MH,sea,1969,0.2
MH,sea,1970,-0.1
MH,sea,1971,-0.3
MH,sea,1972,-0.3
MH,sea,1973,-0.3
MH,sea,1974,-0.1
MH,sea,1975,-0.5
MH,sea,1976,-0.3
MH,sea,1977,-0.1
MH,sea,1978,-0.1
MH,sea,1979,0
MH,sea,1980,0.1
MH,sea,1981,0.2
MH,sea,1982,0
MH,sea,1983,-0.3
MH,sea,1984,0.1
MH,sea,1985,0
MH,sea,1986,0.1
MH,sea,1987,-0.1
MH,sea,1988,0.1
MH,sea,1989,0
MH,sea,1990,0.3
MH,sea,1991,0.2
MH,sea,1992,-0.1
MH,sea,1993,-0.2
MH,sea,1994,0.1
MH,sea,1995,0.2
MH,sea,1996,0.3
MH,sea,1997,0.1
MH,sea,1998,-0.3
MH,sea,1999,-0.1
MH,sea,2000,0.1
MH,sea,2001,0.3
MH,sea,2002,0.4
MH,sea,2003,0.5
MH,sea,2004,0.6
MH,sea,2005,0.5
MH,sea,2006,0.4
MH,sea,2007,0.4
MH,sea,2008,0
MH,sea,2009,0.4
MH,sea,2010,0
MH,sea,2011,0.3
MH,sea,2012,0.3
MH,sea,2013,0.4
MH,sea,2014,0.7
MH,sea,2015,0.5
MH,sea,2016,0.4
MH,sea,2017,0.6
MH,sea,2018,0.6
MH,sea,2019,0.6
MH,sea,2020,0.5
MH,sea,2021,0.4
MH,sea,2022,0.3
MH,sea,2023,0.6
MH,sea,2024,0.7
MH,sea,2025,0.6
WF,sea,1850,0
WF,sea,1851,-0.4
WF,sea,1852,-0.1
WF,sea,1853,0.1
WF,sea,1854,0
WF,sea,1855,-0.3
WF,sea,1856,-0.3
WF,sea,1857,-0.4
WF,sea,1858,-0.2
WF,sea,1859,0.1
WF,sea,1860,-0.2
WF,sea,1861,-0.4
WF,sea,1862,-0.3
WF,sea,1863,-0.3
WF,sea,1864,-0.2
WF,sea,1865,-0.2
WF,sea,1866,-0.2
WF,sea,1867,-0.1
WF,sea,1868,-0.1
WF,sea,1869,0
WF,sea,1870,-0.2
WF,sea,1871,0
WF,sea,1872,0
WF,sea,1873,-0.3
WF,sea,1874,0
WF,sea,1875,-0.1
WF,sea,1876,-0.1
WF,sea,1877,-0.2
WF,sea,1878,-0.2
WF,sea,1879,-0.2
WF,sea,1880,-0.2
WF,sea,1881,0.2
WF,sea,1882,0.1
WF,sea,1883,-0.3
WF,sea,1884,-0.3
WF,sea,1885,-0.5
WF,sea,1886,-0.5
WF,sea,1887,-0.3
WF,sea,1888,-0.3
WF,sea,1889,-0.3
WF,sea,1890,-0.5
WF,sea,1891,-0.4
WF,sea,1892,-0.3
WF,sea,1893,-0.6
WF,sea,1894,-0.4
WF,sea,1895,-0.2
WF,sea,1896,-0.4
WF,sea,1897,-0.3
WF,sea,1898,-0.3
WF,sea,1899,-0.2
WF,sea,1900,-0.1
WF,sea,1901,-0.1
WF,sea,1902,-0.6
WF,sea,1903,-0.4
WF,sea,1904,-0.6
WF,sea,1905,-0.5
WF,sea,1906,-0.4
WF,sea,1907,-0.5
WF,sea,1908,-0.6
WF,sea,1909,-0.7
WF,sea,1910,-0.8
WF,sea,1911,-0.6
WF,sea,1912,-0.4
WF,sea,1913,-0.6
WF,sea,1914,-0.4
WF,sea,1915,-0.3
WF,sea,1916,-0.5
WF,sea,1917,-0.9
WF,sea,1918,-0.6
WF,sea,1919,-1
WF,sea,1920,-0.6
WF,sea,1921,-0.5
WF,sea,1922,-0.2
WF,sea,1923,-0.4
WF,sea,1924,-0.2
WF,sea,1925,-0.3
WF,sea,1926,-0.4
WF,sea,1927,-0.4
WF,sea,1928,-0.3
WF,sea,1929,-0.3
WF,sea,1930,-0.4
WF,sea,1931,-0.4
WF,sea,1932,-0.3
WF,sea,1933,-0.6
WF,sea,1934,-0.4
WF,sea,1935,-0.4
WF,sea,1936,-0.2
WF,sea,1937,-0.3
WF,sea,1938,-0.4
WF,sea,1939,-0.5
WF,sea,1940,-0.2
WF,sea,1941,0
WF,sea,1942,0
WF,sea,1943,0
WF,sea,1944,0.1
WF,sea,1945,0
WF,sea,1946,0.1
WF,sea,1947,0.1
WF,sea,1948,-0.2
WF,sea,1949,-0.3
WF,sea,1950,-0.3
WF,sea,1951,-0.1
WF,sea,1952,0
WF,sea,1953,0
WF,sea,1954,-0.2
WF,sea,1955,-0.4
WF,sea,1956,-0.3
WF,sea,1957,-0.2
WF,sea,1958,-0.1
WF,sea,1959,-0.1
WF,sea,1960,-0.1
WF,sea,1961,-0.1
WF,sea,1962,-0.1
WF,sea,1963,-0.1
WF,sea,1964,-0.2
WF,sea,1965,-0.3
WF,sea,1966,-0.1
WF,sea,1967,-0.3
WF,sea,1968,-0.1
WF,sea,1969,0.2
WF,sea,1970,0
WF,sea,1971,-0.2
WF,sea,1972,-0.1
WF,sea,1973,0
WF,sea,1974,-0.2
WF,sea,1975,-0.3
WF,sea,1976,-0.3
WF,sea,1977,-0.1
WF,sea,1978,0
WF,sea,1979,0
WF,sea,1980,0.1
WF,sea,1981,-0.1
WF,sea,1982,0
WF,sea,1983,-0.3
WF,sea,1984,0
WF,sea,1985,-0.2
WF,sea,1986,-0.1
WF,sea,1987,-0.1
WF,sea,1988,0
WF,sea,1989,-0.1
WF,sea,1990,0.1
WF,sea,1991,0.3
WF,sea,1992,0.1
WF,sea,1993,0
WF,sea,1994,0.2
WF,sea,1995,0.3
WF,sea,1996,0.1
WF,sea,1997,-0.1
WF,sea,1998,-0.2
WF,sea,1999,0.1
WF,sea,2000,0.3
WF,sea,2001,0.3
WF,sea,2002,0.4
WF,sea,2003,0.5
WF,sea,2004,0.5
WF,sea,2005,0.5
WF,sea,2006,0.4
WF,sea,2007,0.5
WF,sea,2008,0.2
WF,sea,2009,0.4
WF,sea,2010,0.4
WF,sea,2011,0.2
WF,sea,2012,0.4
WF,sea,2013,0.5
WF,sea,2014,0.6
WF,sea,2015,0.4
WF,sea,2016,0.6
WF,sea,2017,0.6
WF,sea,2018,0.5
WF,sea,2019,0.7
WF,sea,2020,0.6
WF,sea,2021,0.4
WF,sea,2022,0.4
WF,sea,2023,0.6
WF,sea,2024,0.7
WF,sea,2025,0.5
TK,sea,1850,-0.1
TK,sea,1851,-0.3
TK,sea,1852,-0.1
TK,sea,1853,0
TK,sea,1854,0
TK,sea,1855,-0.1
TK,sea,1856,-0.3
TK,sea,1857,-0.7
TK,sea,1858,-0.2
TK,sea,1859,0.1
TK,sea,1860,-0.4
TK,sea,1861,-0.6
TK,sea,1862,-0.6
TK,sea,1863,-0.5
TK,sea,1864,-0.3
TK,sea,1865,-0.4
TK,sea,1866,-0.4
TK,sea,1867,-0.4
TK,sea,1868,-0.4
TK,sea,1869,-0.3
TK,sea,1870,-0.7
TK,sea,1871,-0.3
TK,sea,1872,-0.3
TK,sea,1873,-0.6
TK,sea,1874,-0.4
TK,sea,1875,-0.4
TK,sea,1876,-0.3
TK,sea,1877,0.2
TK,sea,1878,0
TK,sea,1879,-0.6
TK,sea,1880,-0.4
TK,sea,1881,0.1
TK,sea,1882,0
TK,sea,1883,-0.3
TK,sea,1884,-0.3
TK,sea,1885,-0.3
TK,sea,1886,-0.6
TK,sea,1887,-0.8
TK,sea,1888,0.1
TK,sea,1889,0
TK,sea,1890,-0.9
TK,sea,1891,-0.4
TK,sea,1892,-0.4
TK,sea,1893,-0.8
TK,sea,1894,-0.5
TK,sea,1895,-0.3
TK,sea,1896,-0.1
TK,sea,1897,0
TK,sea,1898,-0.5
TK,sea,1899,-0.3
TK,sea,1900,0.4
TK,sea,1901,0.1
TK,sea,1902,0
TK,sea,1903,-0.1
TK,sea,1904,-0.8
TK,sea,1905,0
TK,sea,1906,-0.3
TK,sea,1907,-0.4
TK,sea,1908,-0.6
TK,sea,1909,-1
TK,sea,1910,-1.1
TK,sea,1911,-0.7
TK,sea,1912,-0.2
TK,sea,1913,-0.5
TK,sea,1914,-0.2
TK,sea,1915,-0.1
TK,sea,1916,-0.9
TK,sea,1917,-1.6
TK,sea,1918,-0.5
TK,sea,1919,-0.6
TK,sea,1920,-0.3
TK,sea,1921,-0.7
TK,sea,1922,-0.4
TK,sea,1923,-0.4
TK,sea,1924,-0.4
TK,sea,1925,-0.4
TK,sea,1926,0
TK,sea,1927,-0.5
TK,sea,1928,-0.3
TK,sea,1929,-0.3
TK,sea,1930,-0.1
TK,sea,1931,-0.1
TK,sea,1932,-0.3
TK,sea,1933,-0.7
TK,sea,1934,-0.6
TK,sea,1935,-0.5
TK,sea,1936,-0.4
TK,sea,1937,-0.4
TK,sea,1938,-0.8
TK,sea,1939,-0.7
TK,sea,1940,0.2
TK,sea,1941,0.5
TK,sea,1942,0
TK,sea,1943,-0.4
TK,sea,1944,0
TK,sea,1945,-0.1
TK,sea,1946,0
TK,sea,1947,0
TK,sea,1948,-0.3
TK,sea,1949,-0.3
TK,sea,1950,-0.8
TK,sea,1951,-0.2
TK,sea,1952,0
TK,sea,1953,0.1
TK,sea,1954,-0.3
TK,sea,1955,-0.8
TK,sea,1956,-0.8
TK,sea,1957,-0.1
TK,sea,1958,0.3
TK,sea,1959,0.1
TK,sea,1960,-0.2
TK,sea,1961,-0.2
TK,sea,1962,-0.3
TK,sea,1963,-0.1
TK,sea,1964,-0.4
TK,sea,1965,-0.1
TK,sea,1966,0.2
TK,sea,1967,-0.3
TK,sea,1968,-0.1
TK,sea,1969,0.4
TK,sea,1970,-0.1
TK,sea,1971,-0.7
TK,sea,1972,0
TK,sea,1973,-0.1
TK,sea,1974,-0.7
TK,sea,1975,-0.7
TK,sea,1976,-0.5
TK,sea,1977,0.2
TK,sea,1978,0
TK,sea,1979,0
TK,sea,1980,0.2
TK,sea,1981,-0.2
TK,sea,1982,0.1
TK,sea,1983,-0.1
TK,sea,1984,-0.2
TK,sea,1985,-0.3
TK,sea,1986,0.1
TK,sea,1987,0.4
TK,sea,1988,0
TK,sea,1989,-0.4
TK,sea,1990,0.2
TK,sea,1991,0.5
TK,sea,1992,0.4
TK,sea,1993,0.3
TK,sea,1994,0.5
TK,sea,1995,0.4
TK,sea,1996,0
TK,sea,1997,0.2
TK,sea,1998,-0.1
TK,sea,1999,-0.4
TK,sea,2000,-0.3
TK,sea,2001,0.1
TK,sea,2002,0.5
TK,sea,2003,0.6
TK,sea,2004,0.5
TK,sea,2005,0.4
TK,sea,2006,0.4
TK,sea,2007,0.3
TK,sea,2008,-0.3
TK,sea,2009,0.5
TK,sea,2010,0.2
TK,sea,2011,-0.4
TK,sea,2012,0.2
TK,sea,2013,0.3
TK,sea,2014,0.5
TK,sea,2015,0.8
TK,sea,2016,0.7
TK,sea,2017,0.5
TK,sea,2018,0.5
TK,sea,2019,0.8
TK,sea,2020,0.5
TK,sea,2021,0
TK,sea,2022,-0.2
TK,sea,2023,0.6
TK,sea,2024,0.8
TK,sea,2025,0.4
SB,sea,1850,0
SB,sea,1851,0.1
SB,sea,1852,0
SB,sea,1853,-0.2
SB,sea,1854,-0.4
SB,sea,1855,-0.4
SB,sea,1856,-0.6
SB,sea,1857,0
SB,sea,1858,-0.2
SB,sea,1859,0
SB,sea,1860,-0.4
SB,sea,1861,-0.9
SB,sea,1862,-0.3
SB,sea,1863,-0.2
SB,sea,1864,-0.1
SB,sea,1865,-0.2
SB,sea,1866,0
SB,sea,1867,-0.1
SB,sea,1868,-0.2
SB,sea,1869,0.2
SB,sea,1870,-0.1
SB,sea,1871,-0.1
SB,sea,1872,-0.1
SB,sea,1873,-0.2
SB,sea,1874,0
SB,sea,1875,-0.2
SB,sea,1876,-0.2
SB,sea,1877,-0.4
SB,sea,1878,-0.2
SB,sea,1879,-0.2
SB,sea,1880,-0.3
SB,sea,1881,0.2
SB,sea,1882,0.2
SB,sea,1883,-0.3
SB,sea,1884,-0.6
SB,sea,1885,-0.9
SB,sea,1886,-0.6
SB,sea,1887,-0.1
SB,sea,1888,-0.4
SB,sea,1889,-0.3
SB,sea,1890,-0.1
SB,sea,1891,0
SB,sea,1892,0
SB,sea,1893,-0.1
SB,sea,1894,-0.4
SB,sea,1895,-0.3
SB,sea,1896,-0.3
SB,sea,1897,-0.1
SB,sea,1898,-0.3
SB,sea,1899,-0.2
SB,sea,1900,-0.1
SB,sea,1901,-0.3
SB,sea,1902,-0.9
SB,sea,1903,-0.8
SB,sea,1904,-0.7
SB,sea,1905,-0.8
SB,sea,1906,-0.7
SB,sea,1907,-0.3
SB,sea,1908,-0.4
SB,sea,1909,-0.5
SB,sea,1910,-0.5
SB,sea,1911,-0.7
SB,sea,1912,-0.7
SB,sea,1913,-0.7
SB,sea,1914,-0.7
SB,sea,1915,-0.5
SB,sea,1916,-0.4
SB,sea,1917,-0.9
SB,sea,1918,-0.8
SB,sea,1919,-1.3
SB,sea,1920,-0.8
SB,sea,1921,-0.2
SB,sea,1922,-0.2
SB,sea,1923,-0.4
SB,sea,1924,-0.3
SB,sea,1925,-0.5
SB,sea,1926,-0.5
SB,sea,1927,-0.5
SB,sea,1928,-0.4
SB,sea,1929,-0.4
SB,sea,1930,-0.6
SB,sea,1931,-0.4
SB,sea,1932,-0.5
SB,sea,1933,-0.4
SB,sea,1934,-0.5
SB,sea,1935,-0.4
SB,sea,1936,-0.3
SB,sea,1937,-0.4
SB,sea,1938,-0.3
SB,sea,1939,-0.5
SB,sea,1940,-0.5
SB,sea,1941,-0.5
SB,sea,1942,-0.2
SB,sea,1943,0.4
SB,sea,1944,0.2
SB,sea,1945,0.2
SB,sea,1946,-0.2
SB,sea,1947,-0.3
SB,sea,1948,-0.4
SB,sea,1949,-0.6
SB,sea,1950,-0.3
SB,sea,1951,-0.4
SB,sea,1952,-0.4
SB,sea,1953,-0.4
SB,sea,1954,-0.4
SB,sea,1955,-0.4
SB,sea,1956,-0.1
SB,sea,1957,-0.5
SB,sea,1958,-0.4
SB,sea,1959,-0.4
SB,sea,1960,-0.3
SB,sea,1961,-0.3
SB,sea,1962,-0.1
SB,sea,1963,-0.1
SB,sea,1964,-0.3
SB,sea,1965,-0.8
SB,sea,1966,-0.5
SB,sea,1967,-0.3
SB,sea,1968,-0.2
SB,sea,1969,0
SB,sea,1970,0
SB,sea,1971,-0.1
SB,sea,1972,-0.4
SB,sea,1973,0
SB,sea,1974,0
SB,sea,1975,-0.2
SB,sea,1976,-0.3
SB,sea,1977,-0.2
SB,sea,1978,-0.1
SB,sea,1979,-0.1
SB,sea,1980,-0.1
SB,sea,1981,0.1
SB,sea,1982,-0.2
SB,sea,1983,-0.3
SB,sea,1984,0
SB,sea,1985,0
SB,sea,1986,-0.1
SB,sea,1987,-0.3
SB,sea,1988,0.2
SB,sea,1989,0.2
SB,sea,1990,0.2
SB,sea,1991,0.1
SB,sea,1992,-0.3
SB,sea,1993,-0.5
SB,sea,1994,-0.1
SB,sea,1995,0.3
SB,sea,1996,0.3
SB,sea,1997,-0.1
SB,sea,1998,0.2
SB,sea,1999,0.2
SB,sea,2000,0.3
SB,sea,2001,0.4
SB,sea,2002,0.3
SB,sea,2003,0.5
SB,sea,2004,0.3
SB,sea,2005,0.5
SB,sea,2006,0.3
SB,sea,2007,0.6
SB,sea,2008,0.3
SB,sea,2009,0.4
SB,sea,2010,0.4
SB,sea,2011,0.4
SB,sea,2012,0.3
SB,sea,2013,0.4
SB,sea,2014,0.5
SB,sea,2015,0.1
SB,sea,2016,0.7
SB,sea,2017,0.7
SB,sea,2018,0.6
SB,sea,2019,0.5
SB,sea,2020,0.8
SB,sea,2021,0.6
SB,sea,2022,0.7
SB,sea,2023,0.6
SB,sea,2024,0.9
SB,sea,2025,0.9
PF,sea,1850,-0.5
PF,sea,1851,-0.3
PF,sea,1852,-0.3
PF,sea,1853,-0.1
PF,sea,1854,0.1
PF,sea,1855,-0.3
PF,sea,1856,-0.3
PF,sea,1857,-0.4
PF,sea,1858,-0.1
PF,sea,1859,-0.1
PF,sea,1860,-0.2
PF,sea,1861,-0.4
PF,sea,1862,-0.5
PF,sea,1863,-0.4
PF,sea,1864,-0.3
PF,sea,1865,-0.3
PF,sea,1866,-0.3
PF,sea,1867,-0.4
PF,sea,1868,-0.2
PF,sea,1869,-0.5
PF,sea,1870,-0.4
PF,sea,1871,-0.2
PF,sea,1872,-0.4
PF,sea,1873,-0.7
PF,sea,1874,-0.5
PF,sea,1875,-0.6
PF,sea,1876,-0.5
PF,sea,1877,-0.3
PF,sea,1878,-0.3
PF,sea,1879,-0.4
PF,sea,1880,-0.3
PF,sea,1881,-0.3
PF,sea,1882,-0.2
PF,sea,1883,-0.5
PF,sea,1884,-0.5
PF,sea,1885,-0.7
PF,sea,1886,-0.6
PF,sea,1887,-0.3
PF,sea,1888,-0.3
PF,sea,1889,-0.1
PF,sea,1890,-0.9
PF,sea,1891,-0.5
PF,sea,1892,-0.2
PF,sea,1893,-0.5
PF,sea,1894,-0.2
PF,sea,1895,-0.3
PF,sea,1896,-0.1
PF,sea,1897,0.1
PF,sea,1898,-0.2
PF,sea,1899,0.1
PF,sea,1900,0.1
PF,sea,1901,0.4
PF,sea,1902,0
PF,sea,1903,-0.2
PF,sea,1904,-0.6
PF,sea,1905,-0.4
PF,sea,1906,-0.1
PF,sea,1907,-0.4
PF,sea,1908,-0.3
PF,sea,1909,-0.8
PF,sea,1910,-0.8
PF,sea,1911,-0.6
PF,sea,1912,-0.5
PF,sea,1913,-0.4
PF,sea,1914,-0.6
PF,sea,1915,-0.2
PF,sea,1916,-0.2
PF,sea,1917,-0.8
PF,sea,1918,-0.3
PF,sea,1919,-0.3
PF,sea,1920,-0.1
PF,sea,1921,-0.5
PF,sea,1922,-0.3
PF,sea,1923,-0.5
PF,sea,1924,-0.5
PF,sea,1925,-0.5
PF,sea,1926,-0.2
PF,sea,1927,-0.2
PF,sea,1928,-0.3
PF,sea,1929,-0.3
PF,sea,1930,-0.3
PF,sea,1931,-0.2
PF,sea,1932,-0.2
PF,sea,1933,-0.3
PF,sea,1934,-0.4
PF,sea,1935,-0.3
PF,sea,1936,-0.6
PF,sea,1937,-0.4
PF,sea,1938,-0.5
PF,sea,1939,-0.4
PF,sea,1940,0
PF,sea,1941,-0.1
PF,sea,1942,-0.1
PF,sea,1943,0
PF,sea,1944,0.2
PF,sea,1945,0.2
PF,sea,1946,-0.2
PF,sea,1947,-0.1
PF,sea,1948,-0.2
PF,sea,1949,0
PF,sea,1950,-0.4
PF,sea,1951,-0.2
PF,sea,1952,0.1
PF,sea,1953,0
PF,sea,1954,-0.2
PF,sea,1955,-0.5
PF,sea,1956,-0.4
PF,sea,1957,-0.1
PF,sea,1958,-0.2
PF,sea,1959,-0.2
PF,sea,1960,-0.1
PF,sea,1961,-0.2
PF,sea,1962,-0.5
PF,sea,1963,-0.2
PF,sea,1964,-0.2
PF,sea,1965,-0.2
PF,sea,1966,-0.2
PF,sea,1967,-0.3
PF,sea,1968,-0.4
PF,sea,1969,0
PF,sea,1970,-0.1
PF,sea,1971,-0.4
PF,sea,1972,-0.2
PF,sea,1973,0.1
PF,sea,1974,-0.5
PF,sea,1975,-0.6
PF,sea,1976,-0.5
PF,sea,1977,-0.2
PF,sea,1978,-0.3
PF,sea,1979,-0.4
PF,sea,1980,-0.1
PF,sea,1981,-0.3
PF,sea,1982,0
PF,sea,1983,-0.1
PF,sea,1984,0
PF,sea,1985,-0.1
PF,sea,1986,-0.1
PF,sea,1987,0.1
PF,sea,1988,0.2
PF,sea,1989,0
PF,sea,1990,-0.1
PF,sea,1991,0.2
PF,sea,1992,0.1
PF,sea,1993,-0.1
PF,sea,1994,0.2
PF,sea,1995,0.2
PF,sea,1996,0
PF,sea,1997,0.1
PF,sea,1998,0.2
PF,sea,1999,0.2
PF,sea,2000,0.2
PF,sea,2001,0.2
PF,sea,2002,0.4
PF,sea,2003,0.4
PF,sea,2004,0.4
PF,sea,2005,0.2
PF,sea,2006,0.4
PF,sea,2007,0.4
PF,sea,2008,0.2
PF,sea,2009,0.4
PF,sea,2010,0.3
PF,sea,2011,0
PF,sea,2012,0.3
PF,sea,2013,0.2
PF,sea,2014,0.1
PF,sea,2015,0.2
PF,sea,2016,0.7
PF,sea,2017,0.5
PF,sea,2018,0.3
PF,sea,2019,0.4
PF,sea,2020,0.5
PF,sea,2021,0.4
PF,sea,2022,0.1
PF,sea,2023,0.5
PF,sea,2024,0.4
PF,sea,2025,0.6
TO,sea,1850,-0.2
TO,sea,1851,-0.3
TO,sea,1852,-0.1
TO,sea,1853,0.3
TO,sea,1854,0
TO,sea,1855,-0.3
TO,sea,1856,-0.3
TO,sea,1857,0
TO,sea,1858,-0.2
TO,sea,1859,0.2
TO,sea,1860,0.1
TO,sea,1861,0.1
TO,sea,1862,0
TO,sea,1863,0.1
TO,sea,1864,0.1
TO,sea,1865,0.1
TO,sea,1866,0
TO,sea,1867,0.2
TO,sea,1868,0.1
TO,sea,1869,0.1
TO,sea,1870,0.2
TO,sea,1871,0.4
TO,sea,1872,0.3
TO,sea,1873,0.1
TO,sea,1874,0.2
TO,sea,1875,0.2
TO,sea,1876,0.2
TO,sea,1877,-0.3
TO,sea,1878,-0.1
TO,sea,1879,0.4
TO,sea,1880,0.2
TO,sea,1881,-0.1
TO,sea,1882,0.1
TO,sea,1883,-0.5
TO,sea,1884,-0.8
TO,sea,1885,-1
TO,sea,1886,-0.6
TO,sea,1887,-0.4
TO,sea,1888,-0.7
TO,sea,1889,-0.2
TO,sea,1890,-0.2
TO,sea,1891,-0.4
TO,sea,1892,-0.3
TO,sea,1893,0
TO,sea,1894,-0.3
TO,sea,1895,-0.2
TO,sea,1896,-0.5
TO,sea,1897,-0.5
TO,sea,1898,0
TO,sea,1899,-0.2
TO,sea,1900,-0.7
TO,sea,1901,-0.1
TO,sea,1902,-0.9
TO,sea,1903,-0.7
TO,sea,1904,-0.6
TO,sea,1905,-1.1
TO,sea,1906,-0.3
TO,sea,1907,-0.7
TO,sea,1908,-0.6
TO,sea,1909,-0.6
TO,sea,1910,-0.3
TO,sea,1911,-0.5
TO,sea,1912,-0.6
TO,sea,1913,-0.7
TO,sea,1914,-0.6
TO,sea,1915,-0.2
TO,sea,1916,0.2
TO,sea,1917,0
TO,sea,1918,-0.4
TO,sea,1919,-0.9
TO,sea,1920,-0.5
TO,sea,1921,-0.6
TO,sea,1922,-0.2
TO,sea,1923,-0.5
TO,sea,1924,-0.1
TO,sea,1925,-0.4
TO,sea,1926,-0.6
TO,sea,1927,-0.2
TO,sea,1928,-0.5
TO,sea,1929,-0.4
TO,sea,1930,-0.8
TO,sea,1931,-0.7
TO,sea,1932,-0.4
TO,sea,1933,-0.4
TO,sea,1934,-0.6
TO,sea,1935,-0.3
TO,sea,1936,-0.3
TO,sea,1937,-0.3
TO,sea,1938,-0.2
TO,sea,1939,-0.5
TO,sea,1940,-0.6
TO,sea,1941,-0.4
TO,sea,1942,-0.1
TO,sea,1943,0.3
TO,sea,1944,0.2
TO,sea,1945,0
TO,sea,1946,-0.1
TO,sea,1947,0
TO,sea,1948,-0.2
TO,sea,1949,-0.1
TO,sea,1950,0.1
TO,sea,1951,-0.1
TO,sea,1952,0.2
TO,sea,1953,0
TO,sea,1954,-0.1
TO,sea,1955,0
TO,sea,1956,0.1
TO,sea,1957,-0.2
TO,sea,1958,-0.3
TO,sea,1959,-0.2
TO,sea,1960,-0.1
TO,sea,1961,0.1
TO,sea,1962,-0.1
TO,sea,1963,-0.2
TO,sea,1964,0
TO,sea,1965,-0.5
